Jamaican Coffee,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",Alcoholic,Champagne flute,"Rum,Coffee,Water,Whipped cream",https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg
Just a Moonmint,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Non alcoholic,Highball Glass,"Milk,Chocolate syrup,Mint syrup",https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg
Jewel Of The Nile,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Alcoholic,Cocktail glass,"Gin,Green Chartreuse,Yellow Chartreuse",https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg
Jack Rose Cocktail,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Apple brandy,Grenadine,Lime",https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg
Jack's Vanilla Coke,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",Alcoholic,Old-fashioned glass,"Ice,Tennessee whiskey,Vanilla extract,Coca-Cola",https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg
Kir,"Add the crème de cassis to the bottom of the glass, then top up with wine.",Alcoholic,Wine Glass,"Creme de Cassis,Champagne",https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg
Karsk,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",Alcoholic,Highball glass,"Coffee,Grain alcohol",https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg
Kamikaze,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",Alcoholic,Cocktail glass,"Vodka,Triple sec,Lime juice",https://www.thecocktaildb.com/images/media/drink/d7ff7u1606855412.jpg
Kir Royale,"Pour Creme de cassis in glass, gently pour champagne on top",Alcoholic,Champagne Flute,"Creme de Cassis,Champagne",https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg
Kiwi Lemon,Mix in highball glass. Stirr. Garnish with slice of kiwi.,Alcoholic,Highball glass,"Kiwi liqueur,Bitter lemon,Ice",https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg
Kurant Tea,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",Alcoholic,Champagne flute,"Absolut Kurant,Tea,Sugar",https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg
Kioki Coffee,Stir. Add whipped cream to the top.,Alcoholic,Coffee mug,"Kahlua,Brandy,Coffee",https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg
Kiwi Martini,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",Alcoholic,Cocktail glass,"Kiwi,Sugar Syrup,Vodka,Kiwi",https://www.thecocktaildb.com/images/media/drink/bmxmyq1630407098.jpg
Kiss me Quick,mix in the glass,Alcoholic,Highball glass,"Cranberry vodka,Apfelkorn,Schweppes Russchian,Apple juice,Ice",https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg
Kool-Aid Shot,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,Alcoholic,Old-fashioned glass,"Vodka,Amaretto,Sloe gin,Triple sec,Cranberry juice",https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg
Kool First Aid,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",Alcoholic,Shot glass,"151 proof rum,Kool-Aid",https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg
Kentucky B And B,Pour the bourbon and Benedictine into a brandy snifter.,Alcoholic,Brandy snifter,"Bourbon,Benedictine",https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg
Kentucky Colonel,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,Alcoholic,Cocktail glass,"Bourbon,Benedictine,Lemon peel",https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg
Kool-Aid Slammer,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",Alcoholic,Shot glass,"Kool-Aid,Vodka",https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg
Kiwi Papaya Smoothie,Throw everything into a blender and liquify.,Non alcoholic,Highball Glass,"Kiwi,Papaya",https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg
Kill the cold Smoothie,Juice ginger and lemon and add it to hot water. You may add cardomom.,Non alcoholic,Highball glass,"Ginger,Lemon,Water",https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg
Limeade,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",Non alcoholic,Highball glass,"Lime,Sugar,Soda water,Lime peel",https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg
Lunch Box,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,Alcoholic,Pint glass,"Beer,Amaretto,Orange juice",https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg
Lemon Drop,Shake and strain into a chilled cocktail glass rimmed with sugar.,Alcoholic,Cocktail glass,"Vodka,Cointreau,Lemon",https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg
Lemon Shot,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",Alcoholic,Shot glass,"Galliano,Absolut Citron,Lemon,Sugar,151 proof rum",https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg
Long vodka,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",Alcoholic,Highball glass,"Vodka,Lime,Angostura bitters,Tonic water,Ice",https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg
Lassi Khara,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,Non alcoholic,Highball Glass,"Yoghurt,Water,Salt,Asafoetida",https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg
Lassi Raita,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",Non alcoholic,Highball Glass,"Yoghurt,Ice,Sugar,Lime,Salt",https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg
Lemouroudji,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",Non alcoholic,Highball Glass,"Ginger,Water,Lemon,Sugar,Cayenne pepper",https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg
Loch Lomond,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Alcoholic,Cocktail glass,"Scotch,Drambuie,Dry Vermouth,Lemon peel",https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg
London Town,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Alcoholic,Cocktail glass,"Gin,Maraschino liqueur,Orange bitters",https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg
Lassi - Mango,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,Non alcoholic,Highball glass,"Mango,Yoghurt,Sugar,Water",https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg
Lassi - Sweet,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,Non alcoholic,Highball glass,"Yoghurt,Water,Sugar,Salt,Lemon juice",https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg
Limona Corona,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",Alcoholic,Beer Glass,"Corona,Bacardi Limon",https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg
Lord And Lady,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Alcoholic,Old-fashioned glass,"Dark rum,Tia maria",https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg
Lady Love Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",Alcoholic,Cocktail glass,"Gin,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water",https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg
Long Island Tea,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,Alcoholic,Highball glass,"Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola",https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg
Lone Tree Cooler,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Alcoholic,Collins glass,"Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel",https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg
Lone Tree Cocktail,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Sweet Vermouth,Gin",https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg
Lazy Coconut Paloma,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,Alcoholic,Highball glass,"Coconut Liqueur,Grapefruit Juice,Soda Water",https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg
Long Island Iced Tea,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,Alcoholic,Highball glass,"Vodka,Tequila,Light rum,Gin,Coca-Cola,Lemon peel",https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg
Lemon Elderflower Spritzer,"Pour all ingredients over ice, stir and enjoy!
",Alcoholic,Highball glass,"Elderflower cordial,Vodka,Soda Water,Fresh Lemon Juice",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg
Lassi - A South Indian Drink,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",Non alcoholic,Highball Glass,"Yoghurt,Water,Cumin seed,Salt,Mint",https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg
Melya,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",Non alcoholic,Coffee mug,"Espresso,Honey,Cocoa powder",https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg
Mojito,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Alcoholic,Highball glass,"Light rum,Lime,Sugar,Mint,Soda water",https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg
Mimosa,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Alcoholic,Champagne flute,"Champagne,Orange juice",https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg
Mai Tai,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Alcoholic,Collins glass,"Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry",https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg
Martini,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Alcoholic,Cocktail glass,"Gin,Dry Vermouth,Olive",https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg
Michelada,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
",Alcoholic,Pint glass,"Beer,Tomato Juice,Lime Juice,Hot Sauce,Worcestershire Sauce,Soy Sauce",https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg
Manhattan,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Alcoholic,Cocktail glass,"Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel",https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg
Margarita,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Alcoholic,Cocktail glass,"Tequila,Triple sec,Lime juice,Salt",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg
Mint Julep,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",Alcoholic,Collins glass,"Mint,Bourbon,Powdered sugar,Water",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg
Mudslinger,Add all contents to a large jug or punch bowl. Stir well!,Alcoholic,Punch bowl,"Southern Comfort,Orange juice,Pepsi Cola",https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg
Martinez 2,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",Alcoholic,Cocktail glass,"Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg
Moranguito,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",Alcoholic,Shot glass,"Absinthe,Tequila,Grenadine",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg
Miami Vice,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",Alcoholic,Cocktail glass,"151 proof rum,Pina colada mix,Daiquiri mix",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg
Moscow Mule,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,Alcoholic,Copper Mug,"Vodka,Lime juice,Ginger ale",https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg
Mulled Wine,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",Alcoholic,Collins Glass,"Water,Sugar,Cloves,Cinnamon,Lemon peel,Red wine,Brandy",https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg
Masala Chai,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,Non alcoholic,Coffee Mug,"Water,Tea,Ginger,Cardamom,Cloves,Cinnamon,Black pepper,Sugar,Milk",https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg
Munich Mule,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",Alcoholic,Highball glass,"Gin,Lime Juice,Ginger Beer,Cucumber,lemon",https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg
Mocha-Berry,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",Alcoholic,Irish coffee cup,"Coffee,Chambord raspberry liqueur,Cocoa powder,Whipped cream",https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg
Mango Mojito,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",Alcoholic,Jar,"Lime,Mango,Mint,White Rum,Ice,Soda Water,Mango",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg
Mojito Extra,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Alcoholic,Collins glass,"Mint,Lemon juice,Dark rum,Club soda,Angostura bitters",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg
Monkey Gland,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Alcoholic,Cocktail glass,"Gin,Benedictine,Orange juice,Grenadine",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg
Midnight Mint,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",Alcoholic,Cocktail glass,"Baileys irish cream,White Creme de Menthe,Cream",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg
Mary Pickford,Shake and strain into a chilled large cocktail glass,Alcoholic,Cocktail glass,"Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry",https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg
Monkey Wrench,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Alcoholic,Old-fashioned glass,"Light rum,Grapefruit juice,Bitters",https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg
Mother's Milk,"Shake over ice, strain. Serves two.",Alcoholic,Shot glass,"Goldschlager,Butterscotch schnapps,Milk",https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg
Negroni,"Stir into glass over ice, garnish and serve.",Alcoholic,Old-fashioned glass,"Gin,Campari,Sweet Vermouth",https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg
New York Sour,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",Alcoholic,Whiskey sour glass,"Blended whiskey,Lemon,Sugar,Red wine,Lemon,Cherry",https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg
Nutty Irishman,Serve over ice,Alcoholic,Highball Glass,"Baileys irish cream,Frangelico,Milk",https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg
National Aquarium,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,Alcoholic,Collins Glass,"Rum,Vodka,Gin,Blue Curacao,Sour mix,Lemon-lime soda",https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg
New York Lemonade,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,Alcoholic,Cocktail glass,"Absolut Citron,Grand Marnier,Lemon juice,Club soda",https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg
Nuked Hot Chocolate,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",Non alcoholic,Coffee mug,"Cocoa powder,Sugar,Vanilla extract,Milk",https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg
Orgasm,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Alcoholic,Cocktail glass,"Creme de Cacao,Amaretto,Triple sec,Vodka,Light cream",https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg
Old Pal,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",Alcoholic,Nick and Nora Glass,"Rye whiskey,Campari,Dry Vermouth",https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg
Orangeade,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",Non alcoholic,Highball glass,"Lemon juice,Orange juice,Sugar syrup,Soda water",https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg
Orange Whip,Pour ingredients over ice and stir.,Alcoholic,Collins Glass,"Orange juice,Rum,Vodka,Cream,Ice",https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg
Orange Crush,Add all ingredients to tumbler-Pour as shot,Alcoholic,Shot glass,"Vodka,Triple sec,Orange juice",https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg
Orange Oasis,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Alcoholic,Highball glass,"Cherry brandy,Gin,Orange juice,Ginger ale",https://www.thecocktaildb.com/images/media/drink/su1olx1582473812.jpg
Old Fashioned,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",Alcoholic,Old-fashioned glass,"Bourbon,Angostura bitters,Sugar,Water",https://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg
Oreo Mudslide,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",Alcoholic,Collins Glass,"Vodka,Kahlua,Baileys irish cream,Vanilla ice-cream,Oreo cookie",https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg
Oatmeal Cookie,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",Alcoholic,Mason jar,"Kahlua,Baileys irish cream,Butterscotch schnapps,Jagermeister,Goldschlager",https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg
Orange Push-up,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,Alcoholic,Hurricane glass,"Spiced rum,Grenadine,Orange juice,Sour mix",https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg
Orange Rosemary Collins,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,Alcoholic,Highball glass,"Gin,Orange Juice,Lemon Juice,Rosemary Syrup,Soda Water,Rosemary,Orange Peel",https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg
Orange Scented Hot Chocolate,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",Non alcoholic,Coffee mug,"Milk,Chocolate,Orange peel,Espresso,Nutmeg",https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg
Owen's Grandmother's Revenge,Add ingredients and mix in blender.,Alcoholic,Highball glass,"Whiskey,Beer,Lemonade,Ice",https://www.thecocktaildb.com/images/media/drink/0wt4uo1503565321.jpg
Paloma,Stir together and serve over ice.,Alcoholic,Collins glass,"Grape Soda,Tequila",https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg
Paradise,Shake together over ice. Strain into cocktail glass and serve chilled.,Alcoholic,Cocktail glass,"Gin,Apricot Brandy,Orange Juice",https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg
Pink Gin,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",Alcoholic,White wine glass,"Bitters,Gin",https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg
Pegu Club,"Shake, strain, up, cocktail glass",Alcoholic,Cocktail glass,"Gin,Orange Curacao,Lime Juice,Angostura Bitters,Orange Bitters",https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg
Pink Lady,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Gin,Grenadine,Light cream,Egg white",https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg
Pink Moon,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",Alcoholic,Whiskey Glass,"Gin,Coconut Liqueur,Elderflower cordial,Lime Juice,Blackberries",https://www.thecocktaildb.com/images/media/drink/lnjoc81619696191.jpg
Penicillin,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",Alcoholic,Old-fashioned glass,"Blended Scotch,Lemon Juice,Honey syrup,Ginger Syrup,Islay single malt Scotch",https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg
Pisco Sour,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
",Alcoholic,Cocktail glass,"Pisco,Lemon juice,Sugar,Ice,Egg White",https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg
Porto flip,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Alcoholic,Cocktail glass,"Brandy,Port,Egg Yolk",https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg
Pina Colada,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Alcoholic,Collins glass,"Light rum,Coconut milk,Pineapple",https://www.thecocktaildb.com/images/media/drink/upgsue1668419912.jpg
Pink Penocha,mix all ingredients into bowl keep iced stir frequently,Alcoholic,Punch bowl,"Everclear,Vodka,Peach schnapps,Orange juice,Cranberry juice",https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg
Pure Passion,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,Alcoholic,Whiskey sour glass,"Rum,Passoa,Lime Juice,Passion fruit syrup,Peach Bitters,Mint",https://www.thecocktaildb.com/images/media/drink/4tymma1604179273.jpg
Popped cherry,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,Alcoholic,Highball glass,"Vodka,Cherry liqueur,Cranberry juice,Orange juice",https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg
Poppy Cocktail,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Cocktail glass,"Gin,Creme de Cacao",https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg
